,C-Monocyte_H-1,C-Monocyte_H-10,C-Monocyte_H-11,C-Monocyte_H-13,C-Monocyte_H-16,C-Monocyte_H-18,C-Monocyte_H-23,C-Monocyte_H-25,C-Monocyte_H-26,C-Monocyte_H-27,C-Monocyte_H-33,C-Monocyte_H-36,C-Monocyte_H-37,C-Monocyte_H-4,C-Monocyte_H-40,C-Monocyte_H-43,C-Monocyte_H-45,C-Monocyte_H-49,C-Monocyte_H-55,C-Monocyte_H-56,C-Monocyte_H-57,C-Monocyte_H-59,C-Monocyte_H-62,C-Monocyte_H-63,C-Monocyte_H-65,C-Monocyte_H-66,C-Monocyte_H-68,C-Monocyte_H-7,C-Monocyte_T1D-1,C-Monocyte_T1D-102,C-Monocyte_T1D-104,C-Monocyte_T1D-106,C-Monocyte_T1D-118,C-Monocyte_T1D-12,C-Monocyte_T1D-121,C-Monocyte_T1D-124,C-Monocyte_T1D-127,C-Monocyte_T1D-129,C-Monocyte_T1D-132,C-Monocyte_T1D-135,C-Monocyte_T1D-137,C-Monocyte_T1D-139,C-Monocyte_T1D-14,C-Monocyte_T1D-140,C-Monocyte_T1D-141,C-Monocyte_T1D-142,C-Monocyte_T1D-15,C-Monocyte_T1D-153,C-Monocyte_T1D-156,C-Monocyte_T1D-158,C-Monocyte_T1D-170,C-Monocyte_T1D-174,C-Monocyte_T1D-2,C-Monocyte_T1D-21,C-Monocyte_T1D-25,C-Monocyte_T1D-28,C-Monocyte_T1D-29,C-Monocyte_T1D-37,C-Monocyte_T1D-39,C-Monocyte_T1D-42,C-Monocyte_T1D-44,C-Monocyte_T1D-52,C-Monocyte_T1D-61,C-Monocyte_T1D-73,C-Monocyte_T1D-79,C-Monocyte_T1D-8,C-Monocyte_T1D-82,C-Monocyte_T1D-86,C-Monocyte_T1D-87,C-Monocyte_T1D-88,C-Monocyte_T1D-93,C-Monocyte_T1D-96,C-Monocyte_T1D-97,C-Monocyte_T1D-98
GSDMD,2.57717688463713,1.58920371181388,2.18160829449339,2.35259180789054,1.58920371181388,2.60675455491371,3.39394718924561,2.84729159323395,3.28231838567389,1.58920371181388,1.58920371181388,2.58475364034212,3.00588564414496,2.94690178593519,2.35320869384802,2.33602030275901,1.58920371181388,1.58920371181388,4.25085702284976,2.68266476089537,1.58920371181388,2.97114583699115,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,4.5055499790911,3.85298832596521,4.03758448756557,3.48372789078403,3.44404236672186,3.40327851585184,3.97228424355765,3.66568167460384,3.65465990511285,3.26505754118323,4.88094387376875,4.29342537572034,3.83741918355569,4.03531722409223,1.58920371181388,2.88837461314672,3.77785666594444,3.33865128170725,2.35988103019257,4.16148531846511,4.05046474959164,4.07054753052904,3.41741880751385,4.31351200068028,2.81503227579798,3.62224405499718,3.35435104028817,3.59286373275153,1.58920371181388,2.83335021446849,2.83661005581381,3.00098979878622,1.58920371181388,1.58920371181388,2.67223942648899,1.58920371181388,1.58920371181388,2.44161154216977,2.63777479681601,2.32883759789993,4.32319717908458,1.58920371181388,3.65181557624638,3.82123996833244,3.88812791438106,3.82473910961545
CLEC12A,2.57717688463713,4.65507431376467,3.3620668952817,3.77524607268068,3.27031298461843,4.37789114250747,1.58920371181388,3.92296095092651,4.09534133163071,1.58920371181388,4.19243929526025,4.18503119033547,3.72096531961494,3.879848814636,3.89833719588512,4.08983818246026,3.14676582669685,3.03165402487653,5.43122427934427,4.13653586288535,1.58920371181388,2.97114583699115,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.94438907480168,5.12309818478474,5.48331256700405,5.13429184064725,5.07991414152734,4.85305753512084,4.86719719062547,5.04831890444057,4.62313600394408,5.63244221320933,5.00433964810408,5.73762486303237,5.58458102434703,5.74269956852526,5.46174741048911,4.47836992981215,4.86749086584692,5.04527771850749,3.33865128170725,2.35988103019257,5.2559937893857,6.40353446334225,6.56626823647609,4.89502234779623,5.71017464453544,4.63641074639256,5.88005684964893,4.70317583788515,4.88292300020456,4.95062277839291,3.01234572205199,3.95269348905598,3.88365794098294,1.58920371181388,1.58920371181388,3.8808074937729,2.94498782352197,2.76728113779238,2.77835209575152,3.04270527848968,3.02476292307933,5.41476242157016,4.12098389434568,5.47503793942792,5.11332772096839,5.90598910127428,5.44717762741633
AGTRAP,4.04184947705614,4.14707806028777,4.02373735253291,3.89675353110975,4.65770711784669,4.76194160852951,1.58920371181388,5.00605704113525,5.11976872818852,3.32866529034737,3.53838800474154,4.90382767465364,4.41298652105555,4.80296847435973,4.90201145511158,4.22689802881572,1.58920371181388,3.55864855918511,5.66754513486872,4.49411463827342,1.58920371181388,3.61198478467112,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.94438907480168,5.72613121561512,5.15477282354144,5.67595682770657,5.35356860455086,5.18151122899804,5.03704647435134,5.08132649523907,5.4527726516219,6.16082659145153,5.17058200540453,4.88094387376875,5.58458102434703,5.88423261672416,4.7840348025329,3.77571024490764,4.76228655912148,5.7377489140067,4.68031181793342,3.38191210488361,5.951653594198,5.63517783458295,5.60021061702994,5.41408546842373,5.94325773082662,4.1545024688095,5.21425120083693,5.38419631185617,5.00359307722903,5.19251554958685,2.83335021446849,4.81718077347731,4.93884923691662,4.05676866380491,1.58920371181388,4.70619354362993,3.4468858742555,3.01387381602046,4.2937251775989,3.94424812030185,3.65217784344123,5.84918974783098,4.88339882381192,5.32913282702781,5.7877508685419,5.55233155288915,5.18803447250007
G6PD,2.29449303433954,1.58920371181388,1.58920371181388,2.73833113617439,2.72362544753853,2.91610651720456,1.58920371181388,2.74338623905413,2.81876176519709,3.32866529034737,1.58920371181388,3.25403914407842,2.82760436101774,3.09456806190922,3.06935487273925,3.19384295371225,1.58920371181388,1.58920371181388,4.06379436582146,2.84248201988614,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.50217033544519,4.25085697312489,4.0780079778517,4.2464024703101,3.65258511760375,3.96456533898828,3.84999866973001,3.93554224074667,3.53181849658819,4.33334146272857,3.52309479734343,4.88094387376875,1.58920371181388,3.96904843028142,5.26962914200322,1.58920371181388,3.6838508786445,4.39124489544772,3.33865128170725,1.58920371181388,4.23296619493506,4.00202091828219,4.05946418036838,3.80441041221342,4.07457488938444,3.39775525760281,3.69325520947812,3.56642101020964,3.21606971545452,3.42992340774495,2.61506741605455,2.83661005581381,1.58920371181388,1.58920371181388,1.58920371181388,2.84881595849048,1.58920371181388,2.43346970183186,2.44161154216977,2.33862894312826,3.02476292307933,4.35826984595745,2.9705300403515,4.05723536747387,4.40880212850084,4.15095494773323,3.80693407973397
HSPD1,2.78819700304398,2.84857801590634,3.64340530205983,3.22682921861527,3.03100450468236,3.40941871235834,3.39394718924561,3.18304337760568,3.51271549479155,1.58920371181388,1.58920371181388,3.18973696558144,3.29391576539509,2.94690178593519,3.36778049471442,2.63419883927775,1.58920371181388,2.72415151813157,3.6968316222777,3.21272697879735,1.58920371181388,2.73114557110259,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.12366788561332,3.90805388322612,4.39371974745696,3.80623748064999,3.74415289663067,3.60804686405479,3.40327851585184,3.64504129436305,3.66568167460384,4.33334146272857,3.15193029442813,4.88094387376875,1.58920371181388,4.04222397061968,4.03531722409223,3.09263289854801,3.5381400962039,4.04146701638827,3.33865128170725,2.35988103019257,4.27862848457587,4.09723086157252,4.20695763510974,3.78030813682853,4.29140860864169,3.50730857782547,3.54705998540941,3.44357459067516,4.04589632786613,3.42992340774495,4.60209758384811,3.90552591899276,1.58920371181388,1.58920371181388,1.58920371181388,3.32169339895551,3.80161076311684,2.76728113779238,3.80965653130517,3.19904507781651,3.17950094516073,3.98205062169054,3.47992863072909,3.95835866966655,3.95957829081217,4.03016075248035,3.85964402502351
F13A1,2.57717688463713,1.58920371181388,1.58920371181388,2.03334983105343,2.2552363129105,2.10582592408812,1.58920371181388,2.49243876554697,2.47137754795496,1.58920371181388,1.58920371181388,2.88815690374759,2.61024184972768,2.94690178593519,1.58920371181388,2.33602030275901,1.58920371181388,1.58920371181388,3.46553031799775,2.68266476089537,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.50217033544519,2.83815714136841,3.92123378807344,3.85279255021351,4.26245927699651,3.02936846911141,2.68071617500657,3.06211216182078,3.3819990165136,1.58920371181388,3.4325671203416,1.58920371181388,3.62158731776601,4.04222397061968,4.03531722409223,3.09263289854801,2.57151544189181,3.6231782694398,3.94655237560069,1.58920371181388,3.19483297089113,3.78851313304653,3.55030741873955,3.6526265205613,3.11499838697695,3.14350917536571,3.02263146276272,3.03771019001374,2.64948964902121,2.55513042923114,1.58920371181388,2.71148618740405,1.58920371181388,1.58920371181388,1.58920371181388,2.26199530714887,1.58920371181388,2.43346970183186,2.77835209575152,1.58920371181388,1.58920371181388,3.48973722195538,3.47992863072909,3.67323144253046,3.22612315103576,3.86926166679153,3.3095714246143
CTSS,7.23325747076994,7.1066982149335,7.17859785459312,7.03951772569238,7.81986401084253,8.0258771455744,6.47451691044872,8.03928034554463,8.2852883092074,8.0622411290529,6.42064658838952,8.2179994573457,8.0637229543481,7.90918787564513,7.91750725606024,7.64178549088813,7.01687294784494,6.62505522911246,8.98760084519916,7.71986694637357,6.27387815266167,7.27500811297923,1.58920371181388,7.01412242881366,6.61848316803807,7.01160613547972,7.74358236317023,7.51454546982503,8.70973167832516,8.90104972414606,8.78899348673041,8.62421709198473,9.00416548111804,8.7313020991956,8.38594985664637,8.60371577109211,8.84013700761252,8.73265017112887,9.1094728235377,8.53669491217262,9.33827794275673,8.92766640007835,7.66212650996354,8.49067404759231,8.73817956939408,8.27896191177285,7.00178543099733,9.48079706815358,9.00454111458537,9.24346273502334,8.60482792785935,9.46045718954616,7.94144111666296,8.50555400778479,8.47951588306391,8.40926039383776,8.75344980576816,6.88009616443185,7.87501929912362,7.39347947393474,6.57395441637942,8.942371473958,7.99157921810277,6.84004925631873,6.94357479408796,7.06114840279976,7.71015014024707,7.6724782712317,9.48205342215701,8.39351234095252,8.9496753220969,8.95573527599761,9.14404615567853,8.75912385390757
AP1S2,4.71210132872028,4.14707806028777,4.95117620568415,5.00807666563609,5.02243098146362,5.33990176517072,4.0151231067023,5.06019479747798,4.75262989407305,4.34793457752311,5.10711684177555,5.16788287088408,5.00818551431847,5.1935287953083,5.0611353757312,4.88852260772674,4.09346803721991,3.99117105047714,6.5422220808736,5.3304024536281,1.58920371181388,4.9326940659027,1.58920371181388,1.58920371181388,1.58920371181388,3.97252418002236,5.34046704998534,4.60470387038001,5.98092389792495,6.11474853403005,5.85827234492878,5.6370336800185,5.79451469953089,5.61994895144255,5.57306659106439,5.1846338513737,5.12677052085773,5.66008296796968,5.73762486303237,6.25101146306246,5.93467893632425,5.46174741048911,4.8244711057753,5.80020080657985,6.38093245688915,6.14586514450961,4.9646340444203,5.93083617892964,5.65808972221014,5.741590264127,5.9873342190904,6.11014440498181,4.99410878573147,5.23699143218599,5.66657511134742,5.04163540335895,5.13579368029862,4.73878162083186,4.76673822354266,3.88365794098294,4.48320770222282,6.23494533958607,4.96668212718043,4.31142494030959,5.1475670738278,4.37286493720775,4.62932236551699,4.78203063595241,6.22468459010214,5.65740460225464,5.90596234129019,6.05621046048238,5.97753149567515,5.74017612532633
CHD1L,1.58920371181388,1.58920371181388,2.60160147814948,2.35259180789054,2.2552363129105,2.82345115162672,1.58920371181388,2.94150903421409,2.60281777042416,1.58920371181388,1.58920371181388,2.09432995993332,2.42850029058709,2.77519793837149,1.58920371181388,1.58920371181388,1.58920371181388,2.72415151813157,2.14364508804945,2.48888555155534,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.50217033544519,2.97562320894591,2.73862033467526,2.62135289935226,2.42552041383459,2.62779357484316,3.09993905782365,3.06211216182078,2.76466037838992,3.65465990511285,2.83260685150543,1.58920371181388,1.58920371181388,2.52479733360053,3.41029146633276,2.48267458495073,2.88837461314672,2.52806153885877,1.58920371181388,2.89495755638496,3.14154621618708,2.89606761493708,2.62464515500993,2.60173594882313,2.42307940836032,2.59968737111708,2.57648768213175,2.36833498259374,2.64948964902121,2.55513042923114,2.73047895646709,2.16085405274622,3.00098979878622,1.58920371181388,1.58920371181388,2.73476781981235,2.94498782352197,1.58920371181388,2.44161154216977,2.33862894312826,2.32883759789993,3.00363592881755,2.9705300403515,2.90021730585079,2.73781083355634,2.54926702262608,2.89871119630003
CLSTN1,2.57717688463713,1.58920371181388,2.18160829449339,2.35259180789054,1.58920371181388,2.82345115162672,1.58920371181388,2.11630876269465,2.10376729391541,1.58920371181388,1.58920371181388,2.09432995993332,2.52439469833067,1.58920371181388,2.65774757164567,1.58920371181388,1.58920371181388,2.25555528957182,2.53824065451634,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.83815714136841,2.73862033467526,2.62135289935226,2.72121537677456,2.49332933055475,2.68071617500657,2.59392057640168,3.01077767680623,1.58920371181388,2.51997809601328,1.58920371181388,3.62158731776601,2.76101514124791,3.41029146633276,2.48267458495073,2.66133757130771,2.99276288576212,1.58920371181388,1.58920371181388,3.02681821853388,2.89606761493708,2.97284143555711,2.8970512604708,3.05764598726476,2.31087114835762,2.22081631797265,2.83771197076432,2.34717855655977,1.58920371181388,2.73047895646709,2.39252046059979,1.58920371181388,1.58920371181388,1.58920371181388,2.67223942648899,1.58920371181388,2.19038581138896,3.02694818232068,2.33862894312826,2.62434898005549,2.8404410021203,1.58920371181388,2.85846206056802,2.91569046055405,2.74251482647077,2.73245521448826
FAU,9.41894143660393,9.44019864079682,9.37624486442301,9.23254567463173,9.36070992980535,9.19831547664077,9.41106227404315,9.24574432548632,9.43353687053736,9.22310980131842,9.28007976578103,9.16931686062949,9.24100569359943,9.25504021186304,9.15482686862309,9.27083099182541,9.11449756932791,9.26432280441208,9.09476265658674,9.2618397138651,10.1670040100779,9.31611877757421,10.3817566321193,9.65211937135247,10.1215115310914,10.17344731273,9.45217266303714,9.34709435720503,9.09159348980525,9.10204549849133,9.18013655674915,9.20695910647687,9.12581258753044,9.26358515895083,9.11784162777571,9.02785764439616,8.97174154194237,9.22878205385349,9.04605277696787,9.09548310081526,9.00017284700425,8.79193312364994,9.24425175385815,9.17572894598392,9.0047794508765,9.14289135422133,9.34923691093958,8.93613785382776,9.08466559187647,9.03066907015424,9.02697925117948,8.88206217783427,9.2348613120301,9.19503647763283,9.07215488484655,9.16623762481563,9.1552382651625,9.37852901472024,9.25156280338812,9.13218412007681,9.43642970334163,9.5880487812552,9.24502667275528,9.11598263251045,9.32425251392238,9.25371258666403,9.32650719590784,9.24068427002057,8.97761934048019,9.20264533450754,9.08822609939566,9.14123542019026,9.06805210029471,9.16097554590973
CPPED1,2.57717688463713,1.58920371181388,2.42130676555135,2.03334983105343,2.88874680949147,2.10582592408812,1.58920371181388,2.84729159323395,2.60281777042416,1.58920371181388,1.58920371181388,3.37305444397863,2.76052020780926,2.94690178593519,2.65774757164567,3.03792856399001,1.58920371181388,2.25555528957182,4.44613114226134,2.23044207537093,1.58920371181388,2.4069331925565,1.58920371181388,3.4688420596314,1.58920371181388,1.58920371181388,1.58920371181388,2.86045643608119,4.44613109045998,4.13595131718352,4.20006828513757,4.34977136056802,4.30773239860593,3.09993905782365,3.85887373125906,3.78693342440025,5.12677052085773,3.36831173354453,1.58920371181388,3.62158731776601,4.46720907335315,1.58920371181388,2.48267458495073,3.6838508786445,4.45167170225005,1.58920371181388,1.58920371181388,4.8578693623584,4.45871865114584,4.55771412988692,4.23026408107114,4.69460479230765,3.39775525760281,3.79297174550726,3.87695932556889,3.05834249142499,3.20747862536615,2.48214218664965,2.71148618740405,3.51921921123556,1.58920371181388,1.58920371181388,2.95130003410027,2.94498782352197,2.43346970183186,1.58920371181388,2.33862894312826,3.02476292307933,4.89728233339019,4.12098389434568,4.32991358198466,4.35812964378936,4.15863835081568,4.05179817567383
MEGF9,1.58920371181388,1.58920371181388,2.18160829449339,2.56742409389237,1.58920371181388,2.60675455491371,1.58920371181388,2.11630876269465,2.47137754795496,1.58920371181388,1.58920371181388,2.6970572492368,2.61024184972768,1.58920371181388,2.35320869384802,1.58920371181388,1.58920371181388,2.25555528957182,4.17908105525468,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.50217033544519,3.93774997296757,3.6650745876788,3.58276214688458,3.07999995270083,3.38420132782543,3.40327851585184,3.5485092989611,3.8979145983143,3.65465990511285,3.22855197774214,1.58920371181388,4.29342537572034,3.89164398751995,1.58920371181388,1.58920371181388,2.21756446694774,4.36001344330203,3.33865128170725,1.58920371181388,3.83050733501841,4.30963848414633,3.89386881444345,3.94045951294851,4.15074634932471,2.31087114835762,3.13707989625162,3.30715960281895,2.34717855655977,2.93190180438117,2.32207292202213,2.39252046059979,1.58920371181388,1.58920371181388,1.58920371181388,2.26199530714887,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.32883759789993,4.13300213638068,2.9705300403515,3.81399818953127,3.79801232781254,3.86926166679153,4.03679555154344
ADAM10,2.78819700304398,3.32138213164042,2.99431134260701,3.00997991455588,2.88874680949147,3.15383528760594,3.39394718924561,3.02801431465107,3.40292361998707,3.32866529034737,1.58920371181388,3.04922764334284,3.00588564414496,2.77519793837149,2.35320869384802,2.85611670070026,1.58920371181388,2.72415151813157,3.84659482333134,2.98036083868096,1.58920371181388,2.73114557110259,1.58920371181388,3.4688420596314,1.58920371181388,1.58920371181388,1.58920371181388,3.33691186158612,3.74868186229223,4.24493095491127,3.86795332649844,3.75880594656713,3.88407113272631,3.84999866973001,3.44398381712039,3.01077767680623,4.33334146272857,3.4325671203416,4.88094387376875,1.58920371181388,3.56101037129687,3.41029146633276,3.09263289854801,3.49894014099448,3.9161741248566,4.36167799061676,2.89495755638496,3.92122537941541,3.78851313304653,3.85554517097738,3.6526265205613,4.04820253453668,3.27742393315865,3.13707989625162,3.30715960281895,3.21606971545452,3.6182386704753,4.01496498660124,3.45061343339584,3.00098979878622,3.42768311491307,1.58920371181388,3.08865955913928,1.58920371181388,3.01387381602046,3.2291885643314,2.63777479681601,3.43838373688172,4.07036049282882,3.83913305039544,3.79479323062941,3.99371790866212,4.00465059304344,3.94308735638958
SKA2,2.29449303433954,1.58920371181388,1.58920371181388,2.35259180789054,2.72362544753853,2.10582592408812,1.58920371181388,1.58920371181388,2.31315034810119,1.58920371181388,1.58920371181388,2.30000347410588,2.31855728554923,1.58920371181388,2.35320869384802,1.58920371181388,1.58920371181388,1.58920371181388,2.90915358358974,2.23044207537093,1.58920371181388,2.97114583699115,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.03821665732986,3.17674136204375,2.858534581705,2.72121537677456,2.33134901097939,2.68071617500657,2.46356115442881,3.3819990165136,3.65465990511285,2.35345926937086,1.58920371181388,1.58920371181388,2.9503139580661,1.58920371181388,1.58920371181388,2.03526333649987,3.31425379745552,3.94655237560069,1.58920371181388,3.14154621618708,2.89606761493708,3.09924199034326,2.73098409872041,3.29577449803454,1.58920371181388,2.47558245906469,2.83771197076432,2.87429722918326,2.93190180438117,1.58920371181388,2.39252046059979,1.58920371181388,3.42768311491307,1.58920371181388,2.26199530714887,2.94498782352197,2.43346970183186,2.77835209575152,2.33862894312826,1.58920371181388,3.23098882467255,2.9705300403515,2.76939126870156,3.02420127414192,3.13142057320077,2.93635112260647
COA3,1.58920371181388,1.58920371181388,2.18160829449339,2.21488950931407,1.58920371181388,2.47483669669529,1.58920371181388,2.11630876269465,2.60281777042416,1.58920371181388,1.58920371181388,2.30000347410588,2.52439469833067,2.56628156751928,1.58920371181388,2.33602030275901,1.58920371181388,2.72415151813157,3.79855037442511,1.58920371181388,1.58920371181388,2.4069331925565,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,4.05035814193828,3.6239930297176,3.86795332649844,3.60424115244848,3.02936846911141,2.68071617500657,3.20364605823092,2.76466037838992,5.12677052085773,3.02637771457628,4.88094387376875,1.58920371181388,3.33639187557731,1.58920371181388,1.58920371181388,2.35583108818517,4.32805986309233,3.33865128170725,2.35988103019257,4.13680161196241,3.92591271936504,3.82936550570745,3.56947115222235,3.83192543180197,1.58920371181388,2.74883174526727,2.58730171616527,2.34717855655977,2.55513042923114,1.58920371181388,1.58920371181388,3.51921921123556,1.58920371181388,1.58920371181388,2.1401726940748,2.94498782352197,2.61620919443272,1.58920371181388,3.04270527848968,2.32883759789993,3.98205062169054,1.58920371181388,3.33430574115753,3.87389837382594,3.64160261269646,3.50559337897622
LIMD2,4.93839473980538,5.13194715995892,4.79781153828092,5.22467935805663,4.76688838201262,4.99374244982899,4.4373677138771,4.74409653417952,5.198412871315,5.14334895854821,4.42950132923246,5.10633034251098,4.79103904495826,4.80296847435973,4.76969254425655,4.9285246104612,4.09346803721991,4.86935124250893,5.8591755389757,5.01458609952061,1.58920371181388,4.55477207417527,1.58920371181388,4.53879367920629,1.58920371181388,1.58920371181388,1.58920371181388,4.99516456565334,5.96017542685862,5.40512638808575,5.7987733407906,5.57915533648857,5.46161237203921,6.0722794180585,5.53797145544536,5.8733739335505,5.12677052085773,5.43981061134027,5.73762486303237,6.11111786770856,5.9834127490678,5.46174741048911,5.24587816855896,5.26846332760596,6.1497945055567,6.24434380185565,4.48008259509887,6.3095849429958,6.15297203236358,6.0869173536243,5.39900608254382,6.10395229560184,5.41628390123572,5.36630275861504,5.35263008923541,4.7963440710188,5.57971446662565,4.76032289571665,5.1073459805268,5.43404318375273,1.58920371181388,6.23494533958607,5.19543680318852,4.68232488715481,4.77718479097875,4.88259958345165,5.08671591329014,5.15668285745758,5.9314117501287,5.56939742273038,5.65406823545634,5.91023230111459,5.64859334981539,5.20119188407134
SMIM14,1.58920371181388,1.58920371181388,2.60160147814948,2.03334983105343,1.58920371181388,2.72131635502113,1.58920371181388,2.33061045322422,2.81876176519709,3.32866529034737,1.58920371181388,2.58475364034212,2.68842945522836,2.56628156751928,2.35320869384802,1.58920371181388,1.58920371181388,2.25555528957182,4.38405571915306,2.23044207537093,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,4.07709829968465,4.01747331930995,3.86795332649844,3.74415289663067,3.50112272360206,2.68071617500657,3.20364605823092,3.78693342440025,4.33334146272857,3.30047213577954,6.65746009555489,4.29342537572034,3.94374229803916,1.58920371181388,1.58920371181388,2.47108632630755,3.95925292065514,4.36167799061676,2.35988103019257,4.3228229107262,4.1644902215314,4.22678377315455,3.54049970183437,4.25757307285642,3.27742393315865,3.24107021550411,3.60484738630456,3.3549835720174,2.93190180438117,2.48214218664965,2.16085405274622,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.19038581138896,1.58920371181388,2.63777479681601,1.58920371181388,4.30532067567117,2.9705300403515,3.83292699190717,3.95957829081217,3.87872832304211,3.82473910961545
RP11-274B18.2,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.31601722234516,1.58920371181388,1.58920371181388,2.71697648069559,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.90915358358974,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.20733302552615,3.29132046992782,3.10757207344181,2.79047170967271,2.62779357484316,2.68071617500657,3.06211216182078,3.21113834445776,4.33334146272857,2.65809063590907,1.58920371181388,1.58920371181388,3.33639187557731,1.58920371181388,1.58920371181388,2.35583108818517,2.78797942240315,3.33865128170725,1.58920371181388,3.0856503387431,3.01190053997903,3.05040688649984,2.99449154557955,2.9656146802312,1.58920371181388,3.42513483242895,3.09691773905057,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.8404410021203,2.9705300403515,2.90021730585079,3.00935282808919,3.23025146360174,2.97269582325347
CORO1A,5.33158318550105,5.32122964017636,5.31275335687428,5.51640214047851,5.18776847059245,5.51083649208153,5.43618057618044,5.70440963216306,6.08273967614665,5.14334895854821,4.63188583833546,5.80188713441242,5.82412118433882,5.35476808645754,5.66539648731258,5.1131634601711,5.19614394844274,5.33709046460893,7.08232938507524,5.5519642837113,6.27387815266167,5.3413658953295,1.58920371181388,5.3585676174289,6.61848316803807,4.71074273143841,1.58920371181388,5.47345401126109,6.72936396053948,6.62734749111067,6.9054899727135,6.81722779881255,6.79881857520308,6.64155295926438,6.33497453907071,6.48018987414216,7.24660546490743,6.15705676267275,6.65746009555489,6.70459858656177,6.65532286319468,5.91941161582603,5.41745722519432,6.07356740360483,7.27706756284863,6.4231237267906,5.25974261709316,7.13944668703256,7.03563115807128,7.00152960250851,6.60013265431151,6.99719884052103,5.38994299266324,6.17206433550764,6.3421529329175,6.12151143654357,6.04607280387256,5.04928533325308,5.62609315932446,4.93884923691662,6.39384853014155,6.23494533958607,5.70771785182098,5.21798735780697,5.03453322278815,5.21456036215502,5.40388994383286,5.62886296240981,7.09533157951364,5.81869377114383,6.59062004984686,7.07632699918156,6.66263599856403,6.43780213293715
FAM50A,2.57717688463713,1.58920371181388,2.42130676555135,2.03334983105343,2.2552363129105,2.72131635502113,1.58920371181388,2.74338623905413,2.81876176519709,3.32866529034737,1.58920371181388,2.58475364034212,2.42850029058709,2.56628156751928,1.58920371181388,2.63419883927775,1.58920371181388,2.25555528957182,2.67883874150068,2.23044207537093,1.58920371181388,2.73114557110259,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.03821665732986,3.17674136204375,2.8930447294052,2.97347120625797,3.32127590447505,3.09993905782365,3.20364605823092,2.43154314885646,3.65465990511285,3.15193029442813,1.58920371181388,1.58920371181388,2.76101514124791,3.41029146633276,2.8340713782216,2.57151544189181,3.50861936966172,1.58920371181388,1.58920371181388,3.02681821853388,2.95555842875655,3.07509144627251,3.08387206081388,2.99716470433635,2.59968737111708,2.96061718810269,2.83771197076432,2.87429722918326,2.55513042923114,2.48214218664965,3.04854426512748,3.00098979878622,1.58920371181388,1.58920371181388,2.36379790895399,2.94498782352197,2.19038581138896,2.77835209575152,2.33862894312826,3.02476292307933,3.1454261076134,2.9705300403515,3.18623954572598,3.06758007180956,3.19823553061045,3.25518378411769
